              0	    -10
              1	    -32
              2	    -50
              3	    -54
              4	    -50
              5	    -44
              6	    -40
              7	    -32
              8	    -28
              9	    -20
             10	    -18
             11	    -12
             12	    -10
             13	      2
             14	      6
             15	     12
             16	     10
             17	     16
             18	     20
             19	     22
             20	     20
             21	     24
             22	     28
             23	     32
             24	     34
             25	     44
             26	     52
             27	     56
             28	     60
             29	     84
             30	    124
             31	    166
             32	    218
             33	    264
             34	    302
             35	    328
             36	    348
             37	    360
             38	    368
             39	    376
             40	    382
             41	    360
             42	    352
             43	    338
             44	    314
             45	    280
             46	    252
             47	    236
             48	    238
             49	    238
             50	    248
             51	    256
             52	    238
             53	    216
             54	    220
             55	    226
             56	    224
             57	    222
             58	    220
             59	    200
             60	    172
             61	    140
             62	     84
             63	     26
             64	    -16
             65	    -40
             66	    -68
             67	    -90
             68	   -112
             69	   -124
             70	   -130
             71	   -126
             72	   -128
             73	   -128
             74	   -132
             75	   -134
             76	   -136
             77	   -140
             78	   -146
             79	   -148
             80	   -150
             81	   -152
             82	   -152
             83	   -156
             84	   -160
             85	   -156
             86	   -152
             87	   -154
             88	   -152
             89	   -150
             90	   -146
             91	   -142
             92	   -134
             93	   -126
             94	   -120
             95	   -114
             96	   -104
             97	    -92
             98	    -82
             99	    -78
            100	    -72
            101	    -64
            102	    -60
            103	    -50
            104	    -42
            105	    -32
            106	    -18
            107	      2
            108	      4
            109	      2
            110	    -14
            111	    -24
            112	    -34
            113	    -34
            114	    -34
            115	    -36
            116	    -46
            117	    -54
            118	    -66
            119	    -70
            120	    -72
            121	    -72
            122	    -84
            123	   -104
            124	   -128
            125	   -138
            126	   -138
            127	   -130
            128	   -128
            129	   -128
            130	   -124
            131	   -118
            132	   -110
            133	   -110
            134	   -104
            135	    -98
            136	    -92
            137	    -94
            138	    -88
            139	    -84
            140	    -80
            141	    -80
            142	    -76
            143	    -72
            144	    -66
            145	    -66
            146	    -58
            147	    -50
            148	    -44
            149	    -42
            150	    -36
            151	    -24
            152	      6
            153	     40
            154	     84
            155	    134
            156	    182
            157	    216
            158	    230
            159	    244
            160	    258
            161	    268
            162	    274
            163	    288
            164	    276
            165	    270
            166	    256
            167	    236
            168	    208
            169	    186
            170	    168
            171	    170
            172	    172
            173	    180
            174	    176
            175	    154
            176	    136
            177	    142
            178	    150
            179	    146
            180	    144
            181	    146
            182	    130
            183	    104
            184	     72
            185	     24
            186	    -32
            187	    -72
            188	    -94
            189	   -114
            190	   -140
            191	   -164
            192	   -176
            193	   -174
            194	   -174
            195	   -180
            196	   -180
            197	   -178
            198	   -182
            199	   -188
            200	   -190
            201	   -186
            202	   -186
            203	   -188
            204	   -190
            205	   -184
            206	   -182
            207	   -180
            208	   -180
            209	   -176
            210	   -174
            211	   -168
            212	   -164
            213	   -156
            214	   -152
            215	   -146
            216	   -144
            217	   -132
            218	   -120
            219	   -110
            220	   -108
            221	    -98
            222	    -88
            223	    -80
            224	    -80
            225	    -72
            226	    -64
            227	    -56
            228	    -50
            229	    -40
            230	    -24
            231	    -18
            232	    -20
            233	    -34
            234	    -46
            235	    -52
            236	    -56
            237	    -58
            238	    -58
            239	    -60
            240	    -68
            241	    -84
            242	    -92
            243	    -90
            244	    -88
            245	   -100
            246	   -118
            247	   -134
            248	   -148
            249	   -148
            250	   -142
            251	   -132
            252	   -130
            253	   -128
            254	   -120
            255	   -110
            256	   -102
            257	    -96
            258	    -90
            259	    -82
            260	    -76
            261	    -66
            262	    -64
            263	    -54
            264	    -46
            265	    -42
            266	    -42
            267	    -34
            268	    -28
            269	    -20
            270	    -18
            271	      0
            272	      8
            273	     14
            274	     24
            275	     56
            276	     98
            277	    144
            278	    194
            279	    246
            280	    290
            281	    322
            282	    340
            283	    356
            284	    364
            285	    378
            286	    388
            287	    368
            288	    362
            289	    350
            290	    324
            291	    290
            292	    264
            293	    248
            294	    250
            295	    246
            296	    254
            297	    258
            298	    238
            299	    212
            300	    218
            301	    228
            302	    226
            303	    222
            304	    222
            305	    206
            306	    176
            307	    140
            308	     80
            309	     24
            310	    -20
            311	    -42
            312	    -70
            313	    -94
            314	   -118
            315	   -128
            316	   -136
            317	   -132
            318	   -136
            319	   -132
            320	   -136
            321	   -136
            322	   -138
            323	   -140
            324	   -144
            325	   -142
            326	   -140
            327	   -140
            328	   -144
            329	   -140
            330	   -138
            331	   -134
            332	   -128
            333	   -128
            334	   -122
            335	   -114
            336	   -108
            337	   -102
            338	    -92
            339	    -86
            340	    -80
            341	    -78
            342	    -68
            343	    -56
            344	    -50
            345	    -48
            346	    -40
            347	    -34
            348	    -30
            349	    -32
            350	    -28
            351	    -18
            352	    -16
            353	    -12
            354	      2
            355	     16
            356	     22
            357	     16
            358	      4
            359	    -10
            360	    -16
            361	    -16
            362	    -16
            363	    -12
            364	    -16
            365	    -24
            366	    -36
            367	    -40
            368	    -36
            369	    -32
            370	    -54
            371	    -70
            372	    -88
            373	    -98
            374	   -100
            375	    -88
            376	    -80
            377	    -76
            378	    -72
            379	    -64
            380	    -56
            381	    -48
            382	    -42
            383	    -38
            384	    -30
            385	    -24
            386	    -16
            387	    -14
            388	     -8
            389	      2
            390	      6
            391	      4
            392	     12
            393	     22
            394	     26
            395	     28
            396	     38
            397	     44
            398	     48
            399	     64
            400	     98
            401	    144
            402	    200
            403	    254
            404	    304
            405	    346
            406	    374
            407	    400
            408	    418
            409	    430
            410	    442
            411	    434
            412	    412
            413	    400
            414	    380
            415	    352
            416	    316
            417	    296
            418	    290
            419	    294
            420	    294
            421	    308
            422	    300
            423	    274
            424	    260
            425	    268
            426	    272
            427	    268
            428	    264
            429	    258
            430	    232
            431	    198
            432	    152
            433	     82
            434	     32
            435	      0
            436	    -28
            437	    -56
            438	    -82
            439	   -100
            440	   -106
            441	   -104
            442	   -104
            443	   -104
            444	   -106
            445	   -110
            446	   -112
            447	   -114
            448	   -114
            449	   -118
            450	   -118
            451	   -116
            452	   -114
            453	   -116
            454	   -112
            455	   -108
            456	   -104
            457	   -100
            458	   -100
            459	    -94
            460	    -88
            461	    -80
            462	    -74
            463	    -64
            464	    -56
            465	    -48
            466	    -46
            467	    -34
            468	    -26
            469	    -16
            470	    -14
            471	      0
            472	      8
            473	     14
            474	     14
            475	     24
            476	     32
            477	     42
            478	     50
            479	     62
            480	     74
            481	     72
            482	     62
            483	     48
            484	     42
            485	     40
            486	     40
            487	     38
            488	     36
            489	     24
            490	     14
            491	      4
            492	      4
            493	     10
            494	      4
            495	    -22
            496	    -42
            497	    -56
            498	    -58
            499	    -56
            500	    -48
            501	    -40
            502	    -36
            503	    -30
            504	    -22
            505	    -12
            506	      0
            507	      6
            508	     10
            509	     16
            510	     24
            511	     36
            512	     36
            513	     44
            514	     46
            515	     54
            516	     56
            517	     64
            518	     72
            519	     82
            520	     84
            521	     98
            522	    108
            523	    120
            524	    144
            525	    188
            526	    240
            527	    304
            528	    358
            529	    406
            530	    440
            531	    468
            532	    494
            533	    502
            534	    510
            535	    510
            536	    492
            537	    472
            538	    454
            539	    428
            540	    394
            541	    362
            542	    348
            543	    354
            544	    356
            545	    362
            546	    368
            547	    348
            548	    328
            549	    330
            550	    334
            551	    332
            552	    328
            553	    324
            554	    304
            555	    276
            556	    232
            557	    176
            558	    110
            559	     70
            560	     40
            561	     16
            562	    -18
            563	    -44
            564	    -54
            565	    -52
            566	    -58
            567	    -58
            568	    -60
            569	    -58
            570	    -64
            571	    -62
            572	    -64
            573	    -68
            574	    -74
            575	    -74
            576	    -74
            577	    -70
            578	    -72
            579	    -70
            580	    -66
            581	    -62
            582	    -60
            583	    -58
            584	    -52
            585	    -48
            586	    -42
            587	    -40
            588	    -30
            589	    -20
            590	    -16
            591	    -14
            592	      0
            593	     10
            594	     16
            595	     22
            596	     30
            597	     36
            598	     44
            599	     42
            600	     44
            601	     54
            602	     62
            603	     70
            604	     82
            605	     92
            606	     86
            607	     78
            608	     64
            609	     58
            610	     56
            611	     56
            612	     52
            613	     50
            614	     38
            615	     28
            616	     14
            617	     14
            618	     16
            619	     14
            620	    -16
            621	    -34
            622	    -50
            623	    -52
            624	    -50
            625	    -42
            626	    -38
            627	    -34
            628	    -28
            629	    -20
            630	    -12
            631	      0
            632	      4
            633	     10
            634	     16
            635	     24
            636	     30
            637	     30
            638	     36
            639	     42
            640	     44
            641	     46
            642	     54
            643	     64
            644	     70
            645	     74
            646	     82
            647	     88
            648	     94
            649	    118
            650	    160
            651	    216
            652	    274
            653	    330
            654	    380
            655	    422
            656	    450
            657	    476
            658	    484
            659	    490
            660	    492
            661	    472
            662	    452
            663	    432
            664	    406
            665	    376
            666	    340
            667	    326
            668	    330
            669	    328
            670	    334
            671	    342
            672	    322
            673	    302
            674	    298
            675	    302
            676	    292
            677	    294
            678	    290
            679	    270
            680	    244
            681	    204
            682	    140
            683	     74
            684	     32
            685	      6
            686	    -22
            687	    -56
            688	    -78
            689	    -90
            690	    -88
            691	    -94
            692	    -96
            693	    -94
            694	    -90
            695	   -100
            696	    -96
            697	   -100
            698	   -104
            699	   -110
            700	   -106
            701	   -104
            702	   -106
            703	   -110
            704	   -110
            705	   -106
            706	   -104
            707	   -102
            708	   -100
            709	    -96
            710	    -90
            711	    -82
            712	    -78
            713	    -70
            714	    -62
            715	    -52
            716	    -48
            717	    -38
            718	    -28
            719	    -18
            720	    -14
            721	      0
            722	      6
            723	     12
            724	     16
            725	     20
            726	     30
            727	     40
            728	     46
            729	     56
            730	     62
            731	     56
            732	     44
            733	     30
            734	     22
            735	     26
            736	     28
            737	     26
            738	     14
            739	      4
            740	    -10
            741	    -20
            742	    -14
            743	    -16
            744	    -32
            745	    -62
            746	    -82
            747	    -86
            748	    -82
            749	    -76
            750	    -66
            751	    -62
            752	    -56
            753	    -50
            754	    -42
            755	    -34
            756	    -34
            757	    -24
            758	    -18
            759	    -10
            760	     -8
            761	      2
            762	      0
            763	     10
            764	     12
            765	     18
            766	     22
            767	     26
            768	     34
            769	     42
            770	     46
            771	     56
            772	     60
            773	     78
            774	    112
            775	    162
            776	    220
            777	    286
            778	    336
            779	    384
            780	    420
            781	    452
            782	    472
            783	    478
            784	    484
            785	    470
            786	    452
            787	    426
            788	    400
            789	    366
            790	    328
            791	    302
            792	    294
            793	    294
            794	    296
            795	    306
            796	    292
            797	    270
            798	    262
            799	    266
            800	    268
            801	    264
            802	    266
            803	    254
            804	    226
            805	    194
            806	    140
            807	     72
            808	     14
            809	    -20
            810	    -46
            811	    -74
            812	   -108
            813	   -124
            814	   -124
            815	   -124
            816	   -134
            817	   -132
            818	   -132
            819	   -130
            820	   -140
            821	   -138
            822	   -140
            823	   -140
            824	   -146
            825	   -144
            826	   -142
            827	   -140
            828	   -144
            829	   -144
            830	   -138
            831	   -134
            832	   -132
            833	   -128
            834	   -122
            835	   -116
            836	   -106
            837	   -104
            838	    -96
            839	    -86
            840	    -78
            841	    -70
            842	    -60
            843	    -50
            844	    -40
            845	    -40
            846	    -32
            847	    -24
            848	    -18
            849	    -14
            850	      2
            851	     12
            852	     24
            853	     32
            854	     34
            855	     32
            856	     18
            857	      8
            858	      0
            859	      0
            860	      0
            861	      2
            862	    -16
            863	    -26
            864	    -38
            865	    -42
            866	    -44
            867	    -42
            868	    -60
            869	    -80
            870	   -104
            871	   -112
            872	   -108
            873	    -96
            874	    -98
            875	    -88
            876	    -80
            877	    -68
            878	    -64
            879	    -58
            880	    -50
            881	    -40
            882	    -36
            883	    -32
            884	    -26
            885	    -18
            886	    -10
            887	    -12
            888	    -10
            889	      0
            890	      4
            891	      6
            892	     12
            893	     22
            894	     34
            895	     36
            896	     42
            897	     58
            898	     92
            899	    130
            900	    188
            901	    254
            902	    312
            903	    364
            904	    402
            905	    434
            906	    460
            907	    470
            908	    478
            909	    468
            910	    444
            911	    426
            912	    400
            913	    372
            914	    336
            915	    308
            916	    292
            917	    292
            918	    296
            919	    312
            920	    302
            921	    280
            922	    266
            923	    272
            924	    270
            925	    264
            926	    264
            927	    262
            928	    232
            929	    202
            930	    158
            931	     88
            932	     28
            933	    -16
            934	    -44
            935	    -70
            936	    -96
            937	   -122
            938	   -128
            939	   -124
            940	   -126
            941	   -130
            942	   -128
            943	   -128
            944	   -128
            945	   -138
            946	   -140
            947	   -138
            948	   -142
            949	   -146
            950	   -142
            951	   -138
            952	   -136
            953	   -140
            954	   -138
            955	   -130
            956	   -126
            957	   -122
            958	   -118
            959	   -114
            960	   -106
            961	    -98
            962	    -98
            963	    -88
            964	    -80
            965	    -68
            966	    -62
            967	    -52
            968	    -42
            969	    -28
            970	    -30
            971	    -20
            972	    -14
            973	      0
            974	      4
            975	     12
            976	     24
            977	     38
            978	     38
            979	     40
            980	     30
            981	     16
            982	     10
            983	      4
            984	      6
            985	      8
            986	      8
            987	    -16
            988	    -22
            989	    -30
            990	    -30
            991	    -32
            992	    -38
            993	    -56
            994	    -74
            995	    -96
            996	    -94
            997	    -80
            998	    -78
            999	    -74
           1000	    -70
           1001	    -58
           1002	    -48
           1003	    -44
           1004	    -38
           1005	    -28
           1006	    -20
           1007	    -16
           1008	    -10
           1009	      4
           1010	      6
           1011	     14
           1012	     12
           1013	     16
           1014	     24
           1015	     30
           1016	     32
           1017	     46
           1018	     54
           1019	     62
           1020	     60
           1021	     74
           1022	    100
           1023	    142
           1024	    186
           1025	    252
           1026	    318
           1027	    372
           1028	    410
           1029	    446
           1030	    476
           1031	    488
           1032	    492
           1033	    498
           1034	    476
           1035	    456
           1036	    434
           1037	    402
           1038	    368
           1039	    340
           1040	    320
           1041	    312
           1042	    312
           1043	    324
           1044	    332
           1045	    310
           1046	    286
           1047	    292
           1048	    298
           1049	    292
           1050	    286
           1051	    290
           1052	    272
           1053	    240
           1054	    202
           1055	    144
           1056	     78
           1057	     28
           1058	      0
           1059	    -32
           1060	    -58
           1061	    -80
           1062	    -96
           1063	    -94
           1064	    -92
           1065	    -92
           1066	   -100
           1067	    -96
           1068	    -96
           1069	    -96
           1070	   -110
           1071	   -108
           1072	   -106
           1073	   -108
           1074	   -116
           1075	   -114
           1076	   -114
           1077	   -108
           1078	   -112
           1079	   -106
           1080	   -102
           1081	    -94
           1082	    -92
           1083	    -88
           1084	    -76
           1085	    -70
           1086	    -62
           1087	    -58
           1088	    -56
           1089	    -44
           1090	    -32
           1091	    -28
           1092	    -18
           1093	      0
           1094	      4
           1095	      6
           1096	     14
           1097	     18
           1098	     24
           1099	     28
           1100	     40
           1101	     50
           1102	     62
           1103	     62
           1104	     60
           1105	     52
           1106	     40
           1107	     30
           1108	     22
           1109	     28
           1110	     30
           1111	     24
           1112	      8
           1113	      0
           1114	    -10
           1115	    -10
           1116	    -12
           1117	    -20
           1118	    -42
           1119	    -62
           1120	    -82
           1121	    -80
           1122	    -74
           1123	    -64
           1124	    -64
           1125	    -56
           1126	    -46
           1127	    -38
           1128	    -38
           1129	    -32
           1130	    -24
           1131	    -18
           1132	    -14
           1133	    -10
           1134	      0
           1135	      2
           1136	      6
           1137	      6
           1138	     10
           1139	     14
           1140	     18
           1141	     20
           1142	     28
           1143	     38
           1144	     46
           1145	     44
           1146	     54
           1147	     84
           1148	    126
           1149	    174
           1150	    234
           1151	    296
           1152	    348
           1153	    386
           1154	    416
           1155	    446
           1156	    456
           1157	    460
           1158	    456
           1159	    438
           1160	    416
           1161	    396
           1162	    366
           1163	    332
           1164	    300
           1165	    286
           1166	    280
           1167	    282
           1168	    294
           1169	    296
           1170	    270
           1171	    256
           1172	    260
           1173	    268
           1174	    258
           1175	    256
           1176	    256
           1177	    238
           1178	    204
           1179	    166
           1180	    104
           1181	     40
           1182	    -10
           1183	    -38
           1184	    -64
           1185	    -92
           1186	   -114
           1187	   -128
           1188	   -130
           1189	   -128
           1190	   -132
           1191	   -138
           1192	   -136
           1193	   -136
           1194	   -136
           1195	   -144
           1196	   -144
           1197	   -142
           1198	   -144
           1199	   -146
           1200	   -146
           1201	   -142
           1202	   -142
           1203	   -144
           1204	   -138
           1205	   -134
           1206	   -128
           1207	   -128
           1208	   -122
           1209	   -116
           1210	   -112
           1211	   -106
           1212	   -102
           1213	    -94
           1214	    -82
           1215	    -72
           1216	    -66
           1217	    -56
           1218	    -50
           1219	    -42
           1220	    -38
           1221	    -26
           1222	    -22
           1223	    -12
           1224	    -12
           1225	      2
           1226	     16
           1227	     30
           1228	     30
           1229	     30
           1230	     22
           1231	     12
           1232	      0
           1233	    -10
           1234	      0
           1235	      0
           1236	    -10
           1237	    -28
           1238	    -32
           1239	    -38
           1240	    -40
           1241	    -40
           1242	    -52
           1243	    -70
           1244	    -92
           1245	   -110
           1246	   -110
           1247	   -102
           1248	    -96
           1249	    -96
           1250	    -90
           1251	    -80
           1252	    -72
           1253	    -68
           1254	    -60
           1255	    -48
           1256	    -40
           1257	    -38
           1258	    -32
           1259	    -26
           1260	    -22
           1261	    -18
           1262	    -14
           1263	     -8
           1264	      0
           1265	      8
           1266	     10
           1267	     18
           1268	     26
           1269	     32
           1270	     32
           1271	     44
           1272	     76
           1273	    120
           1274	    168
           1275	    230
           1276	    290
           1277	    344
           1278	    384
           1279	    418
           1280	    450
           1281	    468
           1282	    470
           1283	    472
           1284	    450
           1285	    430
           1286	    406
           1287	    376
           1288	    338
           1289	    304
           1290	    286
           1291	    280
           1292	    282
           1293	    292
           1294	    296
           1295	    272
           1296	    252
           1297	    258
           1298	    262
           1299	    254
           1300	    250
           1301	    252
           1302	    232
           1303	    196
           1304	    156
           1305	     96
           1306	     30
           1307	    -20
           1308	    -46
           1309	    -68
           1310	    -98
           1311	   -126
           1312	   -140
           1313	   -138
           1314	   -142
           1315	   -144
           1316	   -148
           1317	   -144
           1318	   -144
           1319	   -144
           1320	   -150
           1321	   -150
           1322	   -152
           1323	   -150
           1324	   -156
           1325	   -154
           1326	   -148
           1327	   -146
           1328	   -152
           1329	   -146
           1330	   -142
           1331	   -136
           1332	   -136
           1333	   -128
           1334	   -120
           1335	   -114
           1336	   -108
           1337	   -102
           1338	    -96
           1339	    -86
           1340	    -74
           1341	    -70
           1342	    -62
           1343	    -52
           1344	    -46
           1345	    -42
           1346	    -34
           1347	    -26
           1348	    -18
           1349	    -18
           1350	     -6
           1351	     14
           1352	     24
           1353	     24
           1354	     22
           1355	     10
           1356	     -8
           1357	    -16
           1358	    -16
           1359	    -12
           1360	    -14
           1361	    -24
           1362	    -36
           1363	    -46
           1364	    -50
           1365	    -50
