    0:00.256       64     +    0    0    0	(PM
    8:05.100   121275     +    0    0    0	(VT
    8:07.024   121756     +    0    0    0	(PM
   19:07.256   286814     +    0    0    0	(VT
   19:09.332   287333     +    0    0    0	(PM
   19:17.408   289352     +    0    0    0	(VT
   19:19.640   289910     +    0    0    0	(PM
   20:47.332   311833     +    0    0    0	(VT
   27:14.100   408525     +    0    0    0	(ASYS
   27:24.176   411044     +    0    0    0	(N
   28:09.948   422487     +    0    0    0	(NOISE
   31:11.948   467987     +    0    0    0	(PM
