    0:00.544      136     N    0    0    0
    0:01.140      285     N    0    0    0
    0:02.116      529     N    0    0    0
    0:02.884      721     N    0    0    0
    0:03.588      897     N    0    0    0
    0:04.380     1095     N    0    0    0
    0:05.212     1303     N    0    0    0
    0:05.972     1493     N    0    0    0
    0:06.764     1691     N    0    0    0
    0:07.500     1875     N    0    0    0
    0:08.236     2059     N    0    0    0
    0:08.384     2096     ~   -1    0    0
    0:17.080     4270     ~    1    0    0
    0:19.812     4953     N    0    0    0
    0:20.516     5129     N    0    0    0
    0:26.196     6549     N    0    0    0
    0:26.804     6701     N    0    0    0
    0:28.072     7018     N    0    0    0
    0:31.168     7792     N    0    0    0
    0:35.544     8886     N    0    0    0
    0:36.700     9175     N    0    0    0
    0:36.944     9236     N    0    0    0
    0:41.540    10385     N    0    0    0
    0:43.400    10850     N    0    0    0
    0:48.224    12056     N    0    0    0
    0:49.572    12393     N    0    0    0
    0:51.356    12839     N    0    0    0
    0:52.052    13013     N    0    0    0
    0:52.756    13189     N    0    0    0
    0:53.620    13405     N    0    0    0
    0:54.288    13572     N    0    0    0
    0:55.340    13835     N    0    0    0
    0:56.352    14088     N    0    0    0
    0:57.304    14326     N    0    0    0
    0:58.316    14579     N    0    0    0
    0:59.356    14839     N    0    0    0
    1:10.360    17590     N    0    0    0
    1:11.368    17842     N    0    0    0
    1:12.292    18073     N    0    0    0
    1:27.472    21868     N    0    0    0
    1:29.000    22250     N    0    0    0
    1:32.988    23247     N    0    0    0
    1:36.208    24052     N    0    0    0
    1:37.040    24260     N    0    0    0
    1:38.020    24505     N    0    0    0
    1:38.940    24735     N    0    0    0
    1:39.940    24985     N    0    0    0
    1:41.064    25266     N    0    0    0
    1:42.084    25521     N    0    0    0
    1:43.284    25821     N    0    0    0
    1:44.084    26021     N    0    0    0
    1:44.620    26155     N    0    0    0
    1:45.400    26350     N    0    0    0
    1:46.068    26517     N    0    0    0
    1:47.284    26821     N    0    0    0
    1:48.536    27134     N    0    0    0
    1:49.520    27380     N    0    0    0
    1:50.528    27632     N    0    0    0
    1:51.332    27833     N    0    0    0
    1:52.812    28203     N    0    0    0
    1:54.840    28710     N    0    0    0
    1:57.028    29257     N    0    0    0
    1:57.980    29495     N    0    0    0
    2:00.216    30054     N    0    0    0
    2:01.332    30333     N    0    0    0
    2:02.440    30610     N    0    0    0
    2:10.796    32699     N    0    0    0
    2:15.112    33778     N    0    0    0
    2:38.176    39544     N    0    0    0
    2:54.544    43636     N    0    0    0
    3:02.500    45625     N    0    0    0
    3:07.948    46987     N    0    0    0
    3:16.604    49151     N    0    0    0
    3:24.468    51117     N    0    0    0
    3:40.020    55005     N    0    0    0
    3:42.040    55510     N    0    0    0
    3:44.484    56121     N    0    0    0
    4:01.824    60456     N    0    0    0
    4:18.916    64729     N    0    0    0
    4:19.660    64915     N    0    0    0
    4:20.048    65012     N    0    0    0
    4:35.408    68852     N    0    0    0
    4:36.972    69243     N    0    0    0
    4:38.872    69718     N    0    0    0
    4:54.092    73523     N    0    0    0
    4:56.000    74000     N    0    0    0
    4:57.964    74491     N    0    0    0
    5:05.328    76332     N    0    0    0
    5:11.764    77941     N    0    0    0
    5:14.380    78595     N    0    0    0
    5:16.340    79085     N    0    0    0
    5:18.068    79517     N    0    0    0
    5:19.864    79966     N    0    0    0
    5:21.588    80397     N    0    0    0
    5:23.352    80838     N    0    0    0
    5:25.068    81267     N    0    0    0
    5:26.800    81700     N    0    0    0
    5:28.520    82130     N    0    0    0
    5:30.272    82568     N    0    0    0
    5:32.040    83010     N    0    0    0
    5:33.836    83459     N    0    0    0
    5:35.600    83900     N    0    0    0
    5:37.356    84339     N    0    0    0
    5:39.140    84785     N    0    0    0
    5:40.952    85238     N    0    0    0
    5:42.724    85681     N    0    0    0
    5:44.508    86127     N    0    0    0
    5:46.304    86576     N    0    0    0
    5:48.080    87020     N    0    0    0
    5:49.900    87475     N    0    0    0
    5:51.708    87927     N    0    0    0
    5:53.552    88388     N    0    0    0
    5:55.396    88849     N    0    0    0
    5:57.244    89311     N    0    0    0
    5:59.120    89780     N    0    0    0
    6:01.004    90251     N    0    0    0
    6:02.892    90723     N    0    0    0
    6:04.788    91197     N    0    0    0
    6:06.752    91688     N    0    0    0
    6:08.668    92167     N    0    0    0
    6:10.660    92665     N    0    0    0
    6:12.572    93143     N    0    0    0
    6:14.520    93630     N    0    0    0
    6:16.392    94098     N    0    0    0
    6:18.172    94543     N    0    0    0
    6:19.964    94991     N    0    0    0
    6:21.472    95368     N    0    0    0
    6:23.148    95787     N    0    0    0
    6:24.804    96201     N    0    0    0
    6:26.416    96604     N    0    0    0
    6:28.032    97008     N    0    0    0
    6:29.544    97386     N    0    0    0
    6:30.448    97612     N    0    0    0
    6:31.752    97938     N    0    0    0
    6:32.540    98135     N    0    0    0
    6:33.772    98443     N    0    0    0
    6:34.496    98624     N    0    0    0
    6:35.176    98794     N    0    0    0
    6:35.844    98961     N    0    0    0
    6:36.496    99124     N    0    0    0
    6:37.124    99281     N    0    0    0
    6:37.732    99433     N    0    0    0
    6:38.332    99583     N    0    0    0
    6:38.932    99733     N    0    0    0
    6:39.528    99882     N    0    0    0
    6:40.124   100031     N    0    0    0
    6:40.700   100175     N    0    0    0
