    0:00.316       79     N    0    0    0
    0:00.844      211     N    0    0    0
    0:01.376      344     N    0    0    0
    0:01.904      476     N    0    0    0
    0:02.440      610     N    0    0    0
    0:02.976      744     N    0    0    0
    0:03.516      879     N    0    0    0
    0:04.044     1011     N    0    0    0
    0:04.572     1143     N    0    0    0
    0:05.092     1273     N    0    0    0
    0:05.620     1405     N    0    0    0
    0:06.148     1537     N    0    0    0
    0:06.672     1668     N    0    0    0
    0:07.196     1799     N    0    0    0
    0:07.724     1931     N    0    0    0
    0:08.248     2062     N    0    0    0
    0:08.776     2194     N    0    0    0
    0:09.304     2326     N    0    0    0
    0:09.840     2460     N    0    0    0
    0:10.368     2592     N    0    0    0
    0:10.904     2726     N    0    0    0
    0:11.436     2859     N    0    0    0
    0:11.972     2993     N    0    0    0
    0:12.508     3127     N    0    0    0
    0:13.036     3259     N    0    0    0
    0:13.576     3394     N    0    0    0
    0:14.108     3527     N    0    0    0
    0:14.640     3660     N    0    0    0
    0:15.172     3793     N    0    0    0
    0:15.700     3925     N    0    0    0
    0:16.240     4060     N    0    0    0
    0:16.768     4192     N    0    0    0
    0:17.304     4326     N    0    0    0
    0:17.836     4459     N    0    0    0
    0:18.368     4592     N    0    0    0
    0:18.908     4727     N    0    0    0
    0:19.440     4860     N    0    0    0
    0:19.972     4993     N    0    0    0
    0:20.504     5126     N    0    0    0
    0:21.032     5258     N    0    0    0
    0:21.564     5391     N    0    0    0
    0:22.092     5523     N    0    0    0
    0:22.616     5654     N    0    0    0
    0:23.144     5786     N    0    0    0
    0:23.664     5916     N    0    0    0
    0:24.188     6047     N    0    0    0
    0:24.712     6178     N    0    0    0
    0:25.232     6308     N    0    0    0
    0:25.752     6438     N    0    0    0
    0:26.276     6569     N    0    0    0
    0:26.800     6700     N    0    0    0
    0:27.316     6829     N    0    0    0
    0:27.836     6959     N    0    0    0
    0:28.352     7088     N    0    0    0
    0:28.872     7218     N    0    0    0
    0:29.388     7347     N    0    0    0
    0:29.900     7475     N    0    0    0
    0:30.420     7605     N    0    0    0
    0:30.932     7733     N    0    0    0
    0:31.444     7861     N    0    0    0
    0:31.956     7989     N    0    0    0
    0:32.468     8117     N    0    0    0
    0:32.976     8244     N    0    0    0
    0:33.492     8373     N    0    0    0
    0:34.000     8500     N    0    0    0
    0:34.508     8627     N    0    0    0
    0:35.020     8755     N    0    0    0
    0:35.528     8882     N    0    0    0
    0:36.036     9009     N    0    0    0
    0:36.544     9136     N    0    0    0
    0:37.056     9264     N    0    0    0
    0:37.564     9391     N    0    0    0
    0:38.068     9517     N    0    0    0
    0:38.580     9645     N    0    0    0
    0:39.088     9772     N    0    0    0
    0:39.592     9898     N    0    0    0
    0:40.096    10024     N    0    0    0
    0:40.608    10152     N    0    0    0
    0:41.112    10278     N    0    0    0
    0:41.616    10404     N    0    0    0
    0:42.124    10531     N    0    0    0
    0:42.636    10659     N    0    0    0
