    0:00.232       58     N    0    0    0
    0:00.548      137     N    0    0    0
    0:01.140      285     N    0    0    0
    0:01.608      402     N    0    0    0
    0:01.932      483     N    0    0    0
    0:02.524      631     N    0    0    0
    0:02.992      748     N    0    0    0
    0:03.320      830     N    0    0    0
    0:03.912      978     N    0    0    0
    0:04.380     1095     N    0    0    0
    0:04.704     1176     N    0    0    0
    0:05.296     1324     N    0    0    0
    0:05.772     1443     N    0    0    0
    0:06.096     1524     N    0    0    0
    0:06.692     1673     N    0    0    0
    0:07.160     1790     N    0    0    0
    0:07.484     1871     N    0    0    0
    0:08.084     2021     N    0    0    0
    0:08.548     2137     N    0    0    0
    0:08.876     2219     N    0    0    0
    0:09.472     2368     N    0    0    0
    0:09.940     2485     N    0    0    0
    0:10.268     2567     N    0    0    0
    0:10.864     2716     N    0    0    0
    0:11.332     2833     N    0    0    0
    0:11.660     2915     N    0    0    0
    0:12.256     3064     N    0    0    0
    0:12.732     3183     N    0    0    0
    0:13.060     3265     N    0    0    0
    0:13.648     3412     N    0    0    0
    0:14.120     3530     N    0    0    0
    0:14.444     3611     N    0    0    0
    0:15.044     3761     N    0    0    0
    0:15.508     3877     N    0    0    0
    0:15.836     3959     N    0    0    0
    0:16.436     4109     N    0    0    0
    0:16.904     4226     N    0    0    0
    0:17.232     4308     N    0    0    0
    0:17.832     4458     N    0    0    0
    0:18.304     4576     N    0    0    0
    0:18.632     4658     N    0    0    0
    0:19.232     4808     N    0    0    0
    0:19.700     4925     N    0    0    0
    0:20.028     5007     N    0    0    0
    0:20.632     5158     N    0    0    0
    0:21.104     5276     N    0    0    0
    0:21.428     5357     N    0    0    0
    0:22.036     5509     N    0    0    0
    0:22.512     5628     N    0    0    0
    0:22.832     5708     N    0    0    0
    0:23.448     5862     N    0    0    0
    0:23.916     5979     N    0    0    0
    0:24.240     6060     N    0    0    0
    0:24.852     6213     N    0    0    0
    0:25.324     6331     N    0    0    0
    0:25.648     6412     N    0    0    0
    0:26.260     6565     N    0    0    0
    0:26.732     6683     N    0    0    0
    0:27.056     6764     N    0    0    0
    0:27.668     6917     N    0    0    0
    0:28.144     7036     N    0    0    0
    0:28.464     7116     N    0    0    0
    0:29.080     7270     N    0    0    0
    0:29.556     7389     N    0    0    0
    0:29.876     7469     N    0    0    0
    0:30.492     7623     N    0    0    0
    0:30.968     7742     N    0    0    0
    0:31.284     7821     N    0    0    0
    0:31.904     7976     N    0    0    0
    0:32.384     8096     N    0    0    0
    0:32.696     8174     N    0    0    0
    0:33.320     8330     N    0    0    0
    0:33.800     8450     N    0    0    0
    0:34.116     8529     N    0    0    0
    0:34.732     8683     N    0    0    0
    0:35.212     8803     N    0    0    0
    0:35.524     8881     N    0    0    0
    0:36.144     9036     N    0    0    0
    0:36.624     9156     N    0    0    0
    0:36.936     9234     N    0    0    0
    0:37.564     9391     N    0    0    0
    0:38.036     9509     N    0    0    0
    0:38.356     9589     N    0    0    0
    0:38.976     9744     N    0    0    0
    0:39.448     9862     N    0    0    0
    0:39.768     9942     N    0    0    0
    0:40.384    10096     N    0    0    0
    0:40.864    10216     N    0    0    0
    0:41.180    10295     N    0    0    0
    0:41.804    10451     N    0    0    0
    0:42.280    10570     N    0    0    0
    0:42.596    10649     N    0    0    0
    0:43.216    10804     N    0    0    0
    0:43.700    10925     N    0    0    0
    0:44.008    11002     N    0    0    0
    0:44.640    11160     N    0    0    0
    0:45.120    11280     N    0    0    0
    0:45.428    11357     N    0    0    0
    0:46.056    11514     N    0    0    0
    0:46.536    11634     N    0    0    0
    0:46.848    11712     N    0    0    0
    0:47.480    11870     N    0    0    0
    0:47.956    11989     N    0    0    0
    0:48.272    12068     N    0    0    0
    0:48.892    12223     N    0    0    0
    0:49.372    12343     N    0    0    0
    0:49.684    12421     N    0    0    0
    0:50.320    12580     N    0    0    0
    0:50.796    12699     N    0    0    0
    0:51.108    12777     N    0    0    0
    0:51.736    12934     N    0    0    0
    0:52.220    13055     N    0    0    0
    0:52.532    13133     N    0    0    0
    0:53.164    13291     N    0    0    0
    0:53.636    13409     N    0    0    0
    0:53.948    13487     N    0    0    0
    0:54.576    13644     N    0    0    0
    0:55.056    13764     N    0    0    0
    0:55.368    13842     N    0    0    0
    0:56.000    14000     N    0    0    0
    0:56.476    14119     N    0    0    0
    0:56.788    14197     N    0    0    0
    0:57.416    14354     N    0    0    0
    0:57.888    14472     N    0    0    0
    0:58.204    14551     N    0    0    0
    0:58.828    14707     N    0    0    0
    0:59.308    14827     N    0    0    0
    0:59.620    14905     N    0    0    0
    1:00.256    15064     N    0    0    0
    1:00.732    15183     N    0    0    0
    1:01.044    15261     N    0    0    0
    1:01.672    15418     N    0    0    0
    1:02.144    15536     N    0    0    0
    1:02.460    15615     N    0    0    0
    1:03.084    15771     N    0    0    0
    1:03.572    15893     N    0    0    0
    1:03.876    15969     N    0    0    0
    1:04.512    16128     N    0    0    0
    1:04.988    16247     N    0    0    0
    1:05.296    16324     N    0    0    0
    1:05.928    16482     N    0    0    0
    1:06.408    16602     N    0    0    0
    1:06.720    16680     N    0    0    0
    1:07.344    16836     N    0    0    0
    1:07.824    16956     N    0    0    0
    1:08.132    17033     N    0    0    0
    1:08.768    17192     N    0    0    0
    1:09.244    17311     N    0    0    0
    1:09.556    17389     N    0    0    0
    1:10.188    17547     N    0    0    0
    1:10.668    17667     N    0    0    0
    1:10.976    17744     N    0    0    0
    1:11.612    17903     N    0    0    0
    1:12.088    18022     N    0    0    0
    1:12.400    18100     N    0    0    0
    1:13.036    18259     N    0    0    0
    1:13.516    18379     N    0    0    0
    1:13.824    18456     N    0    0    0
    1:14.464    18616     N    0    0    0
    1:14.948    18737     N    0    0    0
    1:15.252    18813     N    0    0    0
    1:15.892    18973     N    0    0    0
    1:16.380    19095     N    0    0    0
    1:16.688    19172     N    0    0    0
    1:17.324    19331     N    0    0    0
    1:17.804    19451     N    0    0    0
    1:18.108    19527     N    0    0    0
    1:18.756    19689     N    0    0    0
    1:19.240    19810     N    0    0    0
    1:19.544    19886     N    0    0    0
    1:20.192    20048     N    0    0    0
    1:20.672    20168     N    0    0    0
    1:20.980    20245     N    0    0    0
    1:21.620    20405     N    0    0    0
    1:22.100    20525     N    0    0    0
    1:22.408    20602     N    0    0    0
    1:23.052    20763     N    0    0    0
    1:23.536    20884     N    0    0    0
    1:23.840    20960     N    0    0    0
    1:24.492    21123     N    0    0    0
    1:24.972    21243     N    0    0    0
    1:25.276    21319     N    0    0    0
    1:25.920    21480     N    0    0    0
    1:26.396    21599     N    0    0    0
    1:26.708    21677     N    0    0    0
    1:27.348    21837     N    0    0    0
    1:27.828    21957     N    0    0    0
    1:28.136    22034     N    0    0    0
    1:28.784    22196     N    0    0    0
    1:29.248    22312     N    0    0    0
    1:29.560    22390     N    0    0    0
    1:30.192    22548     N    0    0    0
    1:30.672    22668     N    0    0    0
    1:30.984    22746     N    0    0    0
    1:31.612    22903     N    0    0    0
    1:32.088    23022     N    0    0    0
    1:32.400    23100     N    0    0    0
    1:33.036    23259     N    0    0    0
    1:33.512    23378     N    0    0    0
    1:33.820    23455     N    0    0    0
    1:34.448    23612     N    0    0    0
    1:34.928    23732     N    0    0    0
    1:35.236    23809     N    0    0    0
    1:35.868    23967     N    0    0    0
    1:36.340    24085     N    0    0    0
    1:36.656    24164     N    0    0    0
    1:37.280    24320     N    0    0    0
    1:37.760    24440     N    0    0    0
    1:38.068    24517     N    0    0    0
    1:38.696    24674     N    0    0    0
    1:39.176    24794     N    0    0    0
    1:39.488    24872     N    0    0    0
    1:40.112    25028     N    0    0    0
    1:40.584    25146     N    0    0    0
    1:40.900    25225     N    0    0    0
    1:41.524    25381     N    0    0    0
    1:42.004    25501     N    0    0    0
    1:42.312    25578     N    0    0    0
    1:42.940    25735     N    0    0    0
    1:43.416    25854     N    0    0    0
    1:43.728    25932     N    0    0    0
    1:44.348    26087     N    0    0    0
    1:44.824    26206     N    0    0    0
    1:45.140    26285     N    0    0    0
    1:45.760    26440     N    0    0    0
    1:46.236    26559     N    0    0    0
    1:46.544    26636     N    0    0    0
